,id,imdb_id,Title,genres,keywords,overview,director,actors
261,428078,tt1571234,Mortal Engines,Adventure ScienceFiction,basedonnovelorbook post-apocalypticfuture dystopia revenge steampunk wasteland futuristicvehicle basedonyoungadultnovel,Many thousands of years in the future Earth’s cities roam the globe on huge wheels devouring each other in a struggle for ever diminishing resources On one of these massive traction cities the old London Tom Natsworthy has an unexpected encounter with a mysterious young woman from the wastelands who will change the course of his life forever,ChristianRivers,HugoWeaving HeraHilmar RobertSheehan
262,504172,tt7959026,The Mule,Crime Drama Thriller,"mexico drugcrime drugmule basedontruestory drugcartel deaagent koreanwarveteran basedonmagazine,newspaperorarticle 2000s sinaloa",Earl Stone a man in his eighties is broke alone and facing foreclosure of his business when he is offered a job that simply requires him to drive Easy enough but unbeknownst to Earl he's just signed on as a drug courier for a Mexican cartel He does so well that his cargo increases exponentially and Earl hit the radar of hard-charging DEA agent Colin Bates,ClintEastwood,ClintEastwood BradleyCooper LaurenceFishburne
263,465914,tt7125860,If Beale Street Could Talk,Romance Drama,"newyorkcity basedonnovelorbook 1970s romance flashback lawyer harlem,newyorkcity devotedfamilyman falseimprisonment lovestory",After her fiance is falsely imprisoned a pregnant African-American woman sets out to clear his name and prove his innocence,BarryJenkins,KikiLayne StephanJames TeyonahParris
264,400650,tt5028340,Mary Poppins Returns,Fantasy Family Comedy,"london,england basedonnovelorbook nanny magic musical sequel familyrelationships animatedscene femaleprotagonist housekeeper family discipline depressionera liveactionandanimation 1930s",Mary Poppins returns to the Banks family and helps them evade grave dangers by taking them on magical musical adventures,RobMarshall,EmilyBlunt Lin-ManuelMiranda BenWhishaw
265,297802,tt1477834,Aquaman,Action Adventure Fantasy,hero atlantis chase half-brother superhero basedoncomic royalty underwater duringcreditsstinger quest dcextendeduniverse(dceu) advancedcivilization twoworlds,Once home to the most advanced civilization on Earth Atlantis is now an underwater kingdom ruled by the power-hungry King Orm With a vast army at his disposal Orm plans to conquer the remaining oceanic people and then the surface world Standing in his way is Arthur Curry Orm's half-human half-Atlantean brother and true heir to the throne,JamesWan,JasonMomoa AmberHeard WillemDafoe
266,424783,tt4701182,Bumblebee,Action Adventure ScienceFiction,technology basedontoy robot spinoff 1980s,On the run in the year 1987 Bumblebee finds refuge in a junkyard in a small Californian beach town Charlie on the cusp of turning 18 and trying to find her place in the world discovers Bumblebee battle-scarred and broken When Charlie revives him she quickly learns this is no ordinary yellow VW bug,TravisKnight,HaileeSteinfeld JohnCena JorgeLendeborgJr.
267,351044,tt3289724,Welcome to Marwen,Comedy Drama Fantasy,coma rehabilitation basedontruestory fictionalwar mentalillness prototype toycomestolife toysoldier toydesigner animatronic delusions semi-biographical,When a devastating attack shatters Mark Hogancamp and wipes away all memories no one expected recovery Putting together pieces from his old and new life Mark meticulously creates a wondrous town named Marwen where he can heal and be heroic As he builds an astonishing art installation — a testament to the most powerful women he knows — through his fantasy world he draws strength to triumph in the real one,RobertZemeckis,SteveCarell LeslieMann DianeKruger
268,503616,tt2126357,Second Act,Romance Comedy,mother careerwoman fortysomething secondchance jobhunting facebook careerresurrection finance,Maya a 40-year-old woman struggling with frustrations from unfulfilled dreams Until that is she gets the chance to prove to Madison Avenue that street smarts are as valuable as book smarts and that it is never too late for a second act,PeterSegal,JenniferLopez LeahRemini VanessaHudgens
269,440298,tt6543652,Cold War,Drama Romance War Music,"paris,france berlin,germany coldwar love tragiclove blackandwhite 1950s 1960s",A man and a woman meet in the ruins of post-war Poland With vastly different backgrounds and temperaments they are fatally mismatched and yet drawn to each other,PawełPawlikowski,JoannaKulig TomaszKot AgataKulesza
270,426563,tt1255919,Holmes & Watson,Mystery Adventure Comedy Crime,england judge titanic alberteinstein clue pipesmoking victorianera sherlockholmes,Detective Sherlock Holmes and Dr John Watson join forces to investigate a murder at Buckingham Palace They soon learn that they have only four days to solve the case or the queen will become the next victim,EtanCohen,WillFerrell JohnC.Reilly RebeccaHall
271,307663,tt3480796,Vice,Thriller ScienceFiction Action Adventure,artificialintelligence android mercenary virtualreality cop resort artificial,Julian Michaels has designed the ultimate resort: VICE where anything goes and the customers can play out their wildest fantasies with artificial inhabitants who look think and feel like humans When an artificial becomes self-aware and escapes she finds herself caught in the crossfire between Julian's mercenaries and a cop who is hell-bent on shutting down Vice and stopping the violence once and for all,AdamMcKay,ChristianBale AmyAdams SteveCarell
272,339380,tt4669788,On the Basis of Sex,Drama History,1970s biography supremecourt basedontruestory lawyer justice harvardlawschool womandirector 1960s courtroomdrama supremecourtjustice,Young lawyer Ruth Bader Ginsburg teams with her husband Marty to bring a groundbreaking case before the US Court of Appeals and overturn a century of sex discrimination,MimiLeder,FelicityJones ArmieHammer JustinTheroux
273,471507,tt7137380,Destroyer,Thriller Crime Drama Action,gang undercovercop interrogation policewoman teenagedaughter lapd downwardspiral,When Erin Bell was a young cop she was given an undercover assignment that ended badly and destroyed her life Years later she must face her demons in order to make peace with her past,KarynKusama,NicoleKidman SebastianStan TobyKebbell
274,569547,tt9495224,Black Mirror: Bandersnatch,ScienceFiction Mystery Drama Thriller TVMovie,videogame technology choice freewill britishnoir technoir programmer interactive chooseyourownadventure videogamedevelopment,In 1984 a young programmer begins to question reality as he adapts a dark fantasy novel into a video game A mind-bending tale with multiple endings,DavidSlade,FionnWhitehead WillPoulter AsimChaudhry
